PDB ID,n,N
5jcf,6.0,1
5jcp,2.0,1
5jcz,6.0,2
5jda,1.0,1
5jdj,16.0,2
5jf7,1.0,1
5jfy,4.0,2
5jg6,4.0,2
5ji2,6.0,2
5ji5,1.0,1
5jil,1.0,2
5jip,2.0,2
5jix,1.0,1
5jj5,2.0,1
5jjk,7.0,6
5jjm,12.0,2
5jju,3.0,2
5jk8,2.0,2
5jlu,1.0,2
5jm8,8.0,4
5jmf,1.0,1
5jmu,1.0,1
5jmv,8.0,6
5jn8,4.0,1
5jnb,8.0,6
5jne,8.0,4
5joh,1.0,1
5joj,1.0,1
5joz,2.0,1
5jp0,2.0,1
5jp2,4.0,1
5jp6,1.0,1
5jpf,2.0,1
5jpx,1.0,1
5jq1,2.0,2
5jqp,2.0,2
5jr1,2.0,2
5jr4,2.0,1
5jr6,3.0,2
5jrc,5.0,8
5jrh,2.0,1
5jrj,1.0,6
5jsp,2.0,1
5jtj,2.0,8
5ju7,1.0,1
5juh,1.0,1
5jv3,4.0,2
5jvl,4.0,2
5jw7,2.0,2
5jwc,2.0,2
5jwz,2.0,1
5jxa,2.0,2
5jxp,1.0,2
5jxz,2.0,1
5jy7,16.0,8
5jyd,8.0,4
5jym,4.0,4
5jzj,2.0,1
5k0w,2.0,1
5k16,2.0,1
5k1b,2.0,2
5k1s,4.0,2
5k1v,2.0,1
5k21,3.0,3
5k2m,14.0,6
5k31,6.0,3
5k39,2.0,2
5k3i,8.0,2
5k3j,2.0,2
5k3q,4.0,2
5k4l,4.0,2
5k4m,1.0,1
5k53,2.0,1
5k5h,3.0,1
5k5i,3.0,1
5k5l,7.0,3
5k5m,1.0,1
5k5s,2.0,2
5k5t,1.0,2
5k5w,2.0,2
5k5z,4.0,2
5k6v,1.0,2
5k77,15.0,1
5k7x,6.0,2
5k83,9.0,2
5k8c,1.0,2
5k8f,3.0,1
5k8k,1.0,1
5k8o,8.0,8
5k8y,2.0,2
5k90,4.0,2
5k9b,1.0,1
5k9g,2.0,4
5kal,4.0,1
5kam,2.0,2
5kap,2.0,2
5kas,1.0,1
5kay,2.0,1
5kbi,2.0,2
5kc8,1.0,2
5kca,1.0,4
5kd8,1.0,1
5kdr,2.0,4
5kds,2.0,1
5kdx,2.0,1
5ke8,3.0,1
5kef,2.0,2
5keu,2.0,2
5kf0,4.0,4
5kfp,3.0,1
5kgm,2.0,2
5khw,2.0,1
5kia,1.0,2
5kis,2.0,2
5kiv,1.0,1
5kiw,4.0,4
5kj4,4.0,1
5kj7,11.0,5
5kjh,3.0,2
5kjn,1.0,1
5kk7,2.0,1
5kkl,3.0,2
5kl4,6.0,1
5kl8,3.0,2
5kn5,6.0,3
5kn8,3.0,1
5knc,8.0,8
5knq,4.0,4
5knx,2.0,4
5ko3,1.0,1
5koj,4.0,4
5koz,12.0,6
5kqc,1.0,1
5kr5,2.0,2
5kr7,2.0,1
5krb,4.0,2
5ks1,2.0,2
5ks8,6.0,6
5ksd,2.0,1
5ksq,2.0,2
5kst,4.0,4
5kt0,1.0,1
5ktd,1.0,1
5kth,1.0,1
5ktl,2.0,4
5kty,1.0,1
5ku6,4.0,4
5kue,1.0,1
5kut,3.0,1
5kv9,1.0,1
5kva,2.0,2
5kvl,2.0,2
5kvp,1.0,1
5kw9,3.0,3
5kwb,1.0,1
5kws,1.0,1
5kxe,4.0,4
5kyn,3.0,1
5kz6,2.0,1
5kzm,2.0,4
5kzn,1.0,1
5kzp,12.0,2
5kzz,1.0,1
5l0m,3.0,1
5l0q,6.0,6
5l0v,2.0,2
5l0z,2.0,2
5l19,1.0,1
5l1z,5.0,4
5l22,2.0,2
5l2l,8.0,4
5l2v,2.0,1
5l3q,4.0,2
5l3r,4.0,2
5l3s,8.0,2
5l44,2.0,1
5l6h,5.0,3
5l6q,2.0,2
5l73,2.0,2
5l7l,1.0,1
5l8h,2.0,2
5l95,4.0,4
5l9l,2.0,1
5l9n,1.0,3
5l9o,2.0,1
5la1,1.0,1
5las,4.0,2
5lb3,2.0,1
5lbb,1.0,3
5ld2,4.0,3
5ld9,2.0,2
5ldt,3.0,3
5lef,4.0,4
5lew,1.0,1
5lf2,2.0,1
5lfk,2.0,4
5lg7,1.0,1
5lhd,4.0,1
5lhk,1.0,6
5lhm,1.0,1
5li3,2.0,2
5lih,4.0,1
5lil,2.0,2
5lji,2.0,1
5ljv,6.0,6
5lk5,10.0,10
5lkk,2.0,2
5lkm,3.0,6
5lku,1.0,1
5llb,4.0,4
5llx,2.0,2
5lm9,1.0,1
5lme,1.0,1
5lmg,4.0,1
5lo8,2.0,1
5log,2.0,2
5lop,3.0,3
5los,1.0,1
5low,14.0,7
5lpe,2.0,1
5lpi,4.0,1
5lpn,3.0,3
5lpu,4.0,4
5lpv,1.0,1
5lq1,2.0,1
5ls0,2.0,3
5ls7,3.0,8
5lsf,4.0,3
5lst,1.0,1
5lsu,2.0,1
5lta,2.0,1
5ltn,2.0,2
5lu3,1.0,1
5lu4,2.0,2
5luk,1.0,1
5luz,6.0,1
5lve,1.0,2
5lw3,1.0,1
5lwk,2.0,2
5lww,1.0,1
5lxi,4.0,2
5lxv,4.0,2
5lxz,1.0,1
5ly0,2.0,2
5ly2,8.0,4
5ly8,1.0,1
5lyn,4.0,2
5lzl,12.0,8
5lzq,2.0,2
5lzr,2.0,2
5m04,1.0,1
5m06,2.0,2
5m0j,10.0,4
5m0t,2.0,2
5m11,1.0,1
5m1e,3.0,6
5m1m,1.0,1
5m1q,1.0,1
5m1t,2.0,2
5m1z,1.0,1
5m2o,2.0,2
5m2s,2.0,2
5m2x,6.0,1
5m3c,2.0,2
5m3u,1.0,1
5m41,1.0,1
5m45,12.0,6
5m4k,1.0,1
5m4l,2.0,2
5m4o,8.0,4
5m5g,4.0,1
5m62,2.0,3
5m6b,4.0,1
5m6g,1.0,1
5m72,2.0,1
5m73,8.0,3
5m7n,2.0,2
5m7q,2.0,1
5m86,10.0,5
5m8b,2.0,2
5m8e,2.0,2
5m95,4.0,2
5m99,2.0,2
5m9z,1.0,1
5mac,5.0,10
5mam,32.0,1
5may,4.0,4
5mb9,4.0,2
5mbk,1.0,2
5mc9,3.0,3
5mcp,8.0,8
5mdn,2.0,1
5med,2.0,2
5mfa,1.0,1
5mfd,12.0,2
5mfg,5.0,4
5mfh,6.0,1
5mfm,8.0,1
5mfo,6.0,1
5mga,4.0,1
5mgy,8.0,1
5mh1,1.0,2
5mh5,2.0,2
5mhb,1.0,8
5mhl,4.0,1
5mi6,1.0,1
5mil,2.0,2
5mio,3.0,1
5mj6,2.0,1
5mj7,2.0,4
5mkc,6.0,1
5mkf,4.0,4
5mkg,2.0,1
5mko,2.0,2
5mkp,1.0,1
5mkw,2.0,1
5mlh,1.0,1
5mlt,1.0,2
5mmd,2.0,1
5mn7,2.0,2
5mof,1.0,1
5mpy,2.0,2
5mq1,1.0,1
5mq4,6.0,2
5mqm,1.0,1
5mqp,8.0,1
5mqs,1.0,1
5mra,4.0,2
5mru,1.0,2
5mrv,3.0,2
5ms0,14.0,10
5ms4,8.0,1
5ms9,1.0,1
5msl,1.0,1
5mst,2.0,1
5msx,3.0,3
5mte,2.0,1
5mtm,2.0,2
5mtw,7.0,4
5mtz,2.0,1
5mua,2.0,2
5muv,6.0,6
5mvf,1.0,2
5mvo,3.0,3
5mw0,4.0,4
5mwa,1.0,1
5mwb,1.0,1
5mwc,2.0,1
5mwe,4.0,2
5mwf,6.0,1
5mwl,2.0,1
5mx9,1.0,1
5mxx,1.0,1
5mxz,1.0,1
5myd,4.0,2
5mzo,1.0,1
5n0c,2.0,1
5n0k,1.0,1
5n12,2.0,1
5n1p,4.0,1
5n1t,4.0,4
5n2g,1.0,1
5n2n,1.0,1
5n2q,2.0,1
5n2v,6.0,2
5n2w,2.0,2
5n4w,5.0,5
5n56,2.0,2
5n5e,30.0,10
5n5p,4.0,2
5n69,4.0,4
5n6i,14.0,6
5n6n,3.0,3
5n6x,2.0,2
5n78,5.0,5
5n7y,2.0,2
5n8p,6.0,6
5n96,4.0,1
5n9x,2.0,1
5na8,2.0,1
5nbm,8.0,3
5nbn,8.0,4
5nbp,2.0,1
5nc9,4.0,4
5nci,2.0,2
5ncj,2.0,1
5ncn,2.0,2
5nd5,2.0,2
5ndb,2.0,1
5nem,6.0,6
5nf0,8.0,4
5nf2,1.0,1
5nfm,1.0,1
5nfo,2.0,2
5nfv,4.0,1
5ng0,2.0,2
5ngy,2.0,1
5nh2,2.0,2
5nhk,4.0,4
5ni4,3.0,3
5njc,6.0,2
5nkk,6.0,2
5nl7,2.0,1
5nl9,2.0,2
5nlf,3.0,1
5nlm,2.0,1
5nlq,1.0,1
5nm8,2.0,1
5nm9,4.0,2
5nmp,10.0,2
5nmr,1.0,1
5nmy,1.0,1
5nnb,4.0,2
5nns,2.0,1
5nof,2.0,1
5np9,1.0,1
5npk,8.0,2
5npq,2.0,1
5npu,4.0,1
5nq2,3.0,2
5nq7,1.0,1
5nqz,2.0,1
5nri,2.0,1
5nrk,4.0,4
5nrm,2.0,2
5ns4,4.0,1
5ns5,1.0,2
5nsa,1.0,1
5ntd,12.0,6
5ntg,2.0,6
5nth,1.0,6
5nug,2.0,1
5nv1,1.0,1
5nw7,1.0,1
5nwl,14.0,7
5nx5,2.0,2
5nx7,2.0,2
5nxb,4.0,4
5nxu,3.0,3
5nyz,1.0,3
5nzz,8.0,2
5o1j,1.0,1
5o1u,2.0,2
5o26,2.0,1
5o2x,1.0,1
5o2y,1.0,1
5o32,10.0,10
5o3n,2.0,6
5o3v,4.0,2
5o4v,3.0,1
5o5k,11.0,2
5o5l,11.0,1
5o6b,4.0,2
5o6c,1.0,1
5o6e,4.0,1
5o6y,4.0,1
5o76,6.0,2
5o7e,1.0,1
5o7x,18.0,3
5o85,4.0,2
5o8x,2.0,1
5o9b,1.0,1
5o9d,4.0,4
5oas,1.0,1
5oat,6.0,6
5oaw,2.0,1
5obu,1.0,1
5obz,2.0,2
5oc0,1.0,1
5oc9,2.0,2
5ocm,6.0,2
5ocr,4.0,1
5od1,1.0,1
5od5,3.0,1
5od9,2.0,2
5odj,1.0,1
5odu,8.0,4
5oea,6.0,1
5oed,2.0,2
5oes,6.0,2
5oet,2.0,2
5oeu,2.0,2
5oew,3.0,2
5oey,4.0,4
5of3,6.0,6
5ofb,2.0,2
5ofn,3.0,3
5ofs,4.0,1
5ofx,8.0,1
5ogl,2.0,1
5ogw,5.0,5
5oh3,3.0,1
5oh7,3.0,1
5oh8,3.0,1
5ohg,6.0,3
5ohh,2.0,2
5ohn,4.0,2
5oi2,1.0,2
5oiu,6.0,6
5oj7,1.0,1
5ojh,1.0,1
5ojj,6.0,3
5ok4,1.0,6
5ok8,4.0,1
5okn,8.0,1
5okz,40.0,9
5ol0,4.0,1
5ol2,6.0,3
5ol5,4.0,1
5ol7,1.0,2
5olc,8.0,8
5olk,4.0,4
5olm,2.0,2
5olp,2.0,1
5ols,1.0,1
5olx,1.0,1
5oly,2.0,2
5om9,2.0,2
5on2,4.0,1
5onm,1.0,1
5ono,1.0,1
5op3,1.0,1
5opf,1.0,1
5opz,2.0,1
5oqd,6.0,1
5or3,4.0,2
5orj,2.0,2
5ot1,1.0,1
5otj,6.0,3
5otn,1.0,1
5ouo,1.0,1
5ovo,2.0,6
5ow3,1.0,3
5owo,4.0,4
5ows,2.0,2
5oy9,2.0,2
5oyj,4.0,4
5oyn,4.0,4
5p9u,1.0,2
5pah,1.0,1
5pz0,2.0,1
5qpp,1.0,2
5r4r,2.0,1
5r66,2.0,2
5rb5,2.0,1
5rli,2.0,1
5rlv,2.0,1
5rw0,2.0,2
5s9x,2.0,2
5sic,2.0,4
5sjc,1.0,1
5sli,1.0,1
5sup,9.0,1
5svi,4.0,1
5svq,1.0,3
5svx,2.0,1
5swc,6.0,6
5swi,4.0,2
5sxg,2.0,1
5sy1,4.0,4
5syb,2.0,1
5syd,2.0,1
5sye,2.0,2
5syt,1.0,1
5szb,2.0,2
5szj,2.0,2
5szl,4.0,2
5szm,1.0,1
5szn,1.0,1
5szo,2.0,2
5szq,1.0,1
5szr,3.0,1
5t00,6.0,1
5t0m,4.0,1
5t0u,6.0,1
5t13,1.0,4
5t1a,1.0,1
5t2h,3.0,1
5t2n,3.0,1
5t2o,3.0,1
5t3h,1.0,1
5t3r,2.0,2
5t41,1.0,1
5t45,1.0,1
5t4n,2.0,1
5t4y,4.0,4
5t4z,4.0,2
5t52,2.0,2
5t53,1.0,1
5t57,1.0,2
5t5p,4.0,1
5t64,2.0,2
5t6b,4.0,1
5t77,1.0,1
5t7l,2.0,2
5t7p,2.0,2
5t8d,3.0,1
5t8r,6.0,2
5t8s,2.0,2
5t93,4.0,2
5t96,6.0,3
5t9c,1.0,1
5t9j,6.0,1
5t9t,2.0,2
5ta5,2.0,1
5ta9,4.0,1
5tab,1.0,1
5tbb,4.0,1
5tbn,2.0,1
5tcd,1.0,1
5tcs,4.0,4
5tda,2.0,1
5tdc,4.0,1
5tdm,2.0,2
5tdw,2.0,1
5tea,6.0,6
5tf0,2.0,2
5tf9,2.0,1
5tfa,1.0,1
5tfb,1.0,1
5tfk,1.0,1
5tfl,2.0,1
5tfm,1.0,1
5tfz,2.0,2
5tgf,4.0,1
5tgx,8.0,4
5th3,12.0,2
5th9,9.0,3
5thg,6.0,1
5thk,8.0,2
5thw,4.0,2
5thx,1.0,1
5ti1,8.0,2
5ti8,2.0,2
5tiw,2.0,1
5tj3,1.0,4
5tj6,1.0,4
5tjg,7.0,6
5tk5,1.0,1
5tk6,1.0,2
5tka,1.0,2
5tkg,2.0,2
5tkm,2.0,1
5tky,2.0,2
5tl8,1.0,1
5tmc,7.0,7
5tnv,1.0,3
5tnx,1.0,4
5too,1.0,1
5tp4,2.0,2
5tpk,1.0,1
5tpr,2.0,2
5tq2,4.0,4
5tqr,2.0,2
5trb,1.0,2
5ts2,6.0,2
5ts5,4.0,2
5tsa,1.0,1
5tsh,6.0,6
5tsq,1.0,4
5tte,3.0,3
5tth,2.0,2
5tu6,2.0,1
5tua,1.0,2
5tv8,2.0,1
5tvg,8.0,4
5tw7,6.0,2
5tw8,2.0,1
5twg,2.0,1
5twt,1.0,1
5tx6,3.0,1
5txk,2.0,2
5tzb,8.0,4
5tze,2.0,1
5tzz,4.0,1
5u04,1.0,1
5u0c,8.0,1
5u0n,1.0,1
5u2i,6.0,6
5u2j,4.0,1
5u2o,1.0,1
5u38,1.0,2
5u3k,6.0,2
5u4p,3.0,6
5u55,4.0,4
5u5n,2.0,2
5u6l,1.0,1
5u6z,1.0,1
5u7f,1.0,1
5u7l,3.0,1
5u8o,4.0,2
5u90,4.0,2
5u95,4.0,1
5u9b,2.0,1
5u9l,2.0,2
5u9m,4.0,2
5uan,6.0,2
5uas,2.0,1
5ub8,1.0,2
5uba,1.0,1
5ubi,2.0,2
5ubj,1.0,1
5ubq,6.0,6
5uc6,2.0,1
5ucm,2.0,2
5ucp,2.0,2
5ucq,3.0,3
5ucr,2.0,2
5ucy,2.0,2
5ud1,2.0,2
5ud5,4.0,1
5ud6,4.0,4
5udh,5.0,3
5udj,2.0,4
5udl,2.0,1
5uds,6.0,6
5udz,4.0,1
5ue1,2.0,2
5ue3,2.0,4
5ue4,2.0,2
5ue7,2.0,2
5ue8,2.0,1
5ufl,2.0,2
5ufv,6.0,1
5ugr,1.0,6
5uhc,9.0,6
5uhn,2.0,1
5uia,2.0,2
5uiv,1.0,2
5uiw,2.0,2
5uiz,2.0,1
5uj0,2.0,2
5uj7,6.0,3
5ujj,2.0,2
5uk5,2.0,2
5ukg,2.0,1
5ukh,1.0,1
5ulj,4.0,1
5uly,4.0,2
5umf,3.0,6
5umh,2.0,2
5un7,2.0,4
5unb,2.0,2
5und,6.0,1
5uoy,1.0,1
5upg,1.0,1
5upk,3.0,3
5uqp,2.0,4
5uqz,1.0,2
5urb,2.0,1
5uum,4.0,1
5uv1,1.0,1
5uv4,1.0,1
5uvd,1.0,1
5uve,8.0,2
5uvg,1.0,1
5uvm,2.0,2
5uw2,3.0,6
5uw6,8.0,1
5ux1,4.0,1
5ux2,2.0,1
5uxa,1.0,2
5uxc,1.0,1
5uxm,1.0,4
5uz0,4.0,2
5uz8,1.0,1
5uzs,4.0,4
5uzw,8.0,1
5v05,3.0,1
5v0a,3.0,1
5v0f,1.0,1
5v0s,2.0,2
5v1b,1.0,1
5v1u,8.0,1
5v2d,4.0,1
5v3g,7.0,2
5v3j,6.0,1
5v4d,6.0,3
5v4t,2.0,1
5v5x,4.0,4
5v6m,3.0,2
5v7n,4.0,2
5v7y,4.0,4
5v8c,1.0,1
5v8k,2.0,2
5v8o,2.0,2
5v95,1.0,1
5v9p,2.0,1
5v9u,2.0,1
5v9x,2.0,1
5va4,1.0,3
5vab,2.0,1
5vao,8.0,1
5vb0,8.0,4
5vbn,4.0,2
5vc1,1.0,1
5vc9,6.0,1
5vco,6.0,3
5vcp,4.0,2
5vcu,2.0,1
5vdi,5.0,5
5ve5,3.0,1
5ve9,3.0,3
5vem,3.0,1
5ven,2.0,1
5veq,2.0,4
5ver,2.0,2
5vf4,4.0,1
5vf5,1.0,1
5vg0,2.0,1
5vg2,4.0,1
5vgc,2.0,2
5vge,3.0,2
5vgm,2.0,2
5vgt,2.0,1
5vh2,4.0,1
5vhc,1.0,1
5vi5,10.0,7
5vj7,2.0,2
5vjj,2.0,1
5vjs,1.0,1
5vjw,1.0,1
5vk4,2.0,2
5vkt,2.0,2
5vkw,2.0,2
5vld,6.0,2
5vlh,3.0,1
5vm2,2.0,1
5vma,1.0,1
5vmd,4.0,2
5vms,2.0,2
5vn4,2.0,2
5vn6,2.0,2
5vnf,4.0,3
5vo0,6.0,6
5vo3,1.0,2
5vog,1.0,2
5vol,8.0,4
5vpl,3.0,3
5vpu,1.0,1
5vrb,4.0,1
5vrf,2.0,2
5vsk,2.0,1
5vt7,2.0,1
5vt8,4.0,1
5vtm,3.0,3
5vtp,1.0,2
5vug,1.0,2
5vvm,2.0,1
5vxa,2.0,1
5vxc,1.0,3
5vxt,2.0,2
5vxz,4.0,2
5vyb,1.0,1
5vyd,2.0,1
5vyf,6.0,3
5vyg,3.0,1
5vzu,6.0,2
5vzv,3.0,2
5w0b,3.0,1
5w0g,1.0,1
5w0n,3.0,1
5w0u,4.0,1
5w15,4.0,4
5w1c,4.0,2
5w1d,1.0,1
5w21,3.0,3
5w23,9.0,9
5w2c,6.0,1
5w2h,1.0,1
5w2m,10.0,8
5w3d,2.0,2
5w3j,2.0,2
5w3v,8.0,2
5w3x,4.0,2
5w45,2.0,1
5w4c,2.0,2
5w4t,4.0,1
5w57,2.0,2
5w5p,1.0,3
5w5x,3.0,3
5w6p,6.0,3
5w6x,2.0,2
5w75,4.0,1
5w76,1.0,1
5w7b,4.0,2
5w7c,4.0,2
5w7f,2.0,1
5w81,1.0,1
5w83,2.0,2
5w8o,2.0,2
5w8u,4.0,2
5w92,1.0,4
5w9a,4.0,4
5w9q,6.0,1
5w9s,3.0,1
5wai,8.0,3
5wam,2.0,4
5wat,2.0,2
5waw,2.0,2
5wb2,3.0,3
5wbv,2.0,1
5wch,4.0,4
5wcm,2.0,1
5wct,1.0,2
5wde,1.0,1
5wdh,1.0,1
5wds,2.0,1
5wdx,1.0,1
5we0,12.0,1
5we1,4.0,3
5we2,5.0,3
5wep,2.0,2
5wew,8.0,2
5wf7,2.0,2
5wfc,3.0,2
5wfi,4.0,2
5wg6,4.0,2
5wg8,1.0,1
5wgr,1.0,1
5wgv,1.0,2
5whg,1.0,1
5whm,4.0,2
5whu,10.0,5
5why,2.0,1
5wi5,4.0,1
5wj8,1.0,1
5wjm,1.0,1
5wk0,1.0,2
5wle,2.0,1
5wly,1.0,1
5wm1,3.0,1
5wm6,1.0,1
5wmm,2.0,2
5wmt,4.0,1
5wnb,6.0,2
5wni,1.0,1
5wno,1.0,1
5wnw,3.0,3
5wo1,2.0,2
5wo9,1.0,1
5wob,32.0,6
5wpp,2.0,2
5wpr,1.0,1
5wq0,7.0,1
5wqf,6.0,2
5wri,4.0,2
5wro,1.0,2
5wrt,2.0,2
5ws2,4.0,2
5ws9,4.0,4
5wsl,3.0,1
5wsz,4.0,1
5wti,4.0,1
5wtl,4.0,1
5wu4,2.0,1
5wu6,4.0,1
5wuq,4.0,2
5wvo,4.0,3
5wvu,3.0,2
5wwp,2.0,1
5wxg,2.0,1
5wy1,1.0,2
5wy5,2.0,2
5wze,4.0,4
5wzo,1.0,1
5wzp,2.0,1
5wzr,2.0,1
5x0j,1.0,1
5x1h,12.0,2
5x22,18.0,6
5x2b,12.0,1
5x2e,1.0,1
5x3t,8.0,8
5x40,2.0,2
5x45,4.0,1
5x49,2.0,2
5x4b,2.0,1
5x4k,1.0,1
5x5h,1.0,4
5x6h,2.0,2
5x6j,1.0,1
5x6m,8.0,4
5x6t,1.0,1
5x7h,1.0,1
5x7r,2.0,2
5x7u,1.0,1
5x8f,4.0,2
5x9a,2.0,2
5x9g,4.0,4
5x9h,2.0,2
5xau,6.0,3
5xbp,6.0,6
5xbv,1.0,1
5xc5,1.0,1
5xch,2.0,1
5xcv,6.0,2
5xd1,1.0,1
5xd5,2.0,2
5xd6,2.0,1
5xd7,1.0,2
5xdr,1.0,1
5xdt,1.0,1
5xe5,2.0,2
5xeg,1.0,1
5xek,1.0,1
5xem,2.0,2
5xet,1.0,1
5xev,1.0,2
5xf9,8.0,4
5xfe,1.0,1
5xfm,4.0,1
5xfp,5.0,1
5xfq,6.0,2
5xfr,6.0,2
5xg3,4.0,4
5xgd,1.0,2
5xgu,2.0,1
5xgx,2.0,2
5xhp,2.0,1
5xht,1.0,1
5xil,1.0,2
5xip,4.0,2
5xis,6.0,3
5xj0,9.0,9
5xj2,5.0,1
5xja,2.0,1
5xjp,1.0,1
5xk9,8.0,2
5xkm,6.0,2
5xkr,4.0,2
5xkt,2.0,2
5xlk,3.0,4
5xm3,4.0,4
5xmz,1.0,1
5xn8,4.0,8
5xn9,2.0,1
5xna,2.0,2
5xnc,7.0,2
5xnd,1.0,1
5xne,2.0,2
5xnp,4.0,4
5xnq,1.0,2
5xnr,1.0,1
5xnx,4.0,2
5xoj,6.0,2
5xop,6.0,6
5xou,6.0,2
5xox,6.0,4
5xp0,2.0,2
5xp5,2.0,1
5xpx,2.0,2
5xqg,8.0,2
5xr4,2.0,1
5xsp,2.0,2
5xsv,4.0,2
5xt2,5.0,1
5xt6,4.0,4
5xtm,4.0,1
5xtu,1.0,1
5xtw,8.0,1
5xu1,4.0,4
5xu2,1.0,2
5xut,4.0,1
5xuw,2.0,1
5xvo,18.0,6
5xw8,3.0,2
5xwd,3.0,3
5xwe,2.0,2
5xwi,1.0,1
5xwk,1.0,1
5xwm,4.0,2
5xxe,4.0,4
5xxf,6.0,2
5xxn,2.0,2
5xxz,2.0,2
5xya,1.0,1
5xyn,4.0,4
5y05,1.0,1
5y0u,1.0,1
5y1z,4.0,2
5y20,2.0,1
5y2f,2.0,1
5y2z,12.0,2
5y31,4.0,2
5y3e,1.0,1
5y3j,6.0,1
5y41,2.0,1
5y4c,1.0,1
5y4f,2.0,1
5y4k,1.0,1
5y5p,6.0,3
5y7f,1.0,1
5y8a,2.0,1
5y8v,4.0,1
5y8x,2.0,2
5y9e,5.0,5
5ya6,2.0,2
5yat,2.0,2
5ybi,2.0,1
5ybl,4.0,2
5ybq,2.0,2
5yby,1.0,1
5yc4,2.0,1
5yd0,4.0,2
5yec,4.0,4
5yef,12.0,1
5yeh,6.0,1
5yel,6.0,1
5yeq,2.0,2
5yeu,2.0,2
5yew,3.0,2
5yf2,2.0,2
5yf4,2.0,2
5yfd,2.0,1
5yfi,2.0,2
5ygi,1.0,1
5ygk,8.0,2
5yh1,1.0,3
5yhr,2.0,1
5yht,2.0,2
5yhw,8.0,4
5yi2,16.0,2
5yih,4.0,4
5yiq,2.0,1
5yix,2.0,2
5yj0,16.0,1
5yj3,4.0,2
5yj7,4.0,1
5yj9,1.0,1
5yjg,1.0,2
5yjj,6.0,3
5yjw,1.0,2
5yko,2.0,1
5yku,1.0,1
5yl1,1.0,5
5yl6,1.0,1
5yl7,2.0,1
5ylg,4.0,1
5yln,4.0,2
5ym3,1.0,1
5ynq,2.0,2
5yol,8.0,8
5yox,8.0,2
5yp7,2.0,1
5yph,2.0,1
5yps,6.0,2
5yq0,8.0,1
5yr4,1.0,1
5yrp,2.0,2
5ysb,2.0,1
5ysu,3.0,3
5yt7,4.0,1
5ytk,10.0,6
5yuf,4.0,4
5yug,4.0,2
5yuh,1.0,2
5yv3,6.0,1
5yv5,2.0,1
5yvm,1.0,2
5yvx,2.0,1
5yvz,1.0,1
5ywd,1.0,1
5ywt,4.0,1
5yy0,2.0,2
5yy2,1.0,4
5yz4,1.0,1
5yz9,1.0,1
5yzx,3.0,2
5z01,1.0,2
5z06,2.0,1
5z0c,1.0,2
5z0x,2.0,1
5z16,2.0,2
5z1q,3.0,3
5z1x,2.0,1
5z28,2.0,2
5z2p,8.0,4
5z2v,2.0,2
5z2w,2.0,2
5z34,1.0,1
5z3q,6.0,4
5z3v,11.0,9
5z42,1.0,2
5z46,2.0,1
5z4g,2.0,1
5z53,4.0,2
5z5i,1.0,2
5z68,4.0,2
5z6e,1.0,1
5z6o,1.0,1
5z79,6.0,2
5z7w,2.0,1
5z7x,1.0,1
5z87,2.0,2
5z8l,2.0,1
5z8n,6.0,1
5z8y,8.0,2
5z9x,2.0,1
5zb1,1.0,1
5zb3,2.0,2
5zb4,2.0,2
5zbs,3.0,1
5zc4,2.0,1
5zcd,1.0,1
5zcr,2.0,1
5zdk,1.0,1
5zdn,1.0,1
5zdp,4.0,2
5ze2,11.0,3
5ze3,2.0,1
5ze4,1.0,1
5ze6,4.0,2
5zee,2.0,2
5zeq,1.0,1
5zfs,2.0,4
5zfx,4.0,2
5zgm,2.0,1
5zh6,2.0,1
5zha,1.0,2
5zhv,2.0,2
5zhw,2.0,1
5zhz,1.0,1
5zi5,2.0,1
5zi6,8.0,2
5ziy,2.0,1
5zjk,18.0,1
5zkq,2.0,2
5zl1,4.0,6
5zlf,4.0,2
5zlg,1.0,2
5zlq,1.0,1
5zm3,4.0,2
5zmd,8.0,2
5zmf,1.0,1
5zmm,6.0,6
5zmp,1.0,1
5zmy,8.0,2
5znh,1.0,4
5znj,1.0,2
5znp,4.0,1
5zns,1.0,1
5zo4,2.0,8
5zod,1.0,1
5zov,2.0,2
5zqa,1.0,1
5zqf,3.0,2
5zqk,2.0,1
5zqt,3.0,1
5zr1,8.0,6
5zr6,2.0,2
5zrd,4.0,4
5zre,3.0,1
5zri,1.0,1
5zru,2.0,1
5zt7,2.0,1
5ztf,1.0,1
5zum,2.0,2
5zva,3.0,1
5zvp,1.0,1
5zvq,1.0,2
5zw3,2.0,2
5zwa,2.0,2
5zxl,4.0,4
5zy9,3.0,3
5zyb,1.0,1
5zyv,2.0,1
5zz0,2.0,1
5zzu,3.0,1
6a0j,1.0,1
6a0k,2.0,2
6a1d,1.0,1
6a1l,1.0,4
6a1z,1.0,2
6a20,1.0,1
6a2c,2.0,2
6a2j,1.0,1
6a2w,1.0,2
6a3z,1.0,1
6a46,2.0,2
6a47,4.0,1
6a48,1.0,1
6a4f,2.0,2
6a50,2.0,2
6a56,2.0,2
6a57,3.0,2
6a59,1.0,1
6a5k,1.0,1
6a5n,3.0,1
6a6a,2.0,2
6a6d,1.0,1
6a6f,2.0,2
6a6g,4.0,4
6a6j,4.0,1
6a6q,1.0,1
6a71,2.0,2
6a8d,1.0,1
6a8h,1.0,1
6a8l,2.0,2
6a99,4.0,2
6a9t,1.0,1
6aa5,1.0,2
6ab6,3.0,3
6ac9,4.0,1
6aci,2.0,2
6adl,4.0,4
